Date,factor_portfolio,benchmark
2025-01-29,1.0314511622236993,1.056087491144487
2025-01-30,1.0406197749074653,1.0616587903085404
2025-01-31,1.0269893825824417,1.0563007833836295
2025-02-03,1.025859973555892,1.0482638156888653
2025-02-04,1.0262969135150546,1.0558373978824982
2025-02-05,1.0280272001845567,1.0599643209387317
2025-02-06,1.0259860884602587,1.06382714755955
2025-02-07,1.0216661522579729,1.0537582681694804
2025-02-10,1.031679935133047,1.0608316638391357
2025-02-11,1.0385907204339908,1.0611919040140523
2025-02-12,1.0358427295759463,1.0583013587091328
2025-02-13,1.0470318842606208,1.0693355178283879
2025-02-14,1.0489860624253249,1.069258585759746
2025-02-18,1.053624812918653,1.0718729099303077
2025-02-19,1.0607965851273815,1.0744207190270936
2025-02-20,1.0633738571472935,1.0697639807811568
2025-02-21,1.0595347979608207,1.0515093926712684
2025-02-24,1.0615250987369422,1.0462843305087055
2025-02-25,1.0582784451529021,1.0413880013808494
2025-02-26,1.051355463838325,1.041529655433987
2025-02-27,1.0450288370178846,1.0250062523315497
2025-02-28,1.0612456026644974,1.0412568497077819
2025-03-03,1.0482660300627622,1.0229341242052452
2025-03-04,1.0316856905023553,1.0104187025701203
2025-03-05,1.0327762512899965,1.0216942456605744
2025-03-06,1.0331768693361572,1.003488668657679
2025-03-07,1.0478028577564789,1.0090285460667263
2025-03-10,1.0370521473677936,0.9818119269638874
2025-03-11,1.0126482641161954,0.9743817065274682
2025-03-12,1.0110928180855248,0.9791433831889
2025-03-13,1.0081413970252877,0.9655421179167957
2025-03-14,1.0238620041882933,0.9860752101906216
2025-03-17,1.0297542806739688,0.9924019976380745
2025-03-18,1.0254368775412348,0.9818294309306705
2025-03-19,1.0345805738792908,0.9924317116890039
2025-03-20,1.0354325868110204,0.9902633544379942
2025-03-21,1.0346929306478232,0.991079978527329
2025-03-24,1.0425144958554444,1.0085685759737477
2025-03-25,1.0422731851277427,1.010156399223985
2025-03-26,1.0398623101222595,0.9988861500161677
2025-03-27,1.0432246742355205,0.9955828526359821
2025-03-28,1.0315730346316074,0.9759328141400629
2025-03-31,1.0408731566611205,0.9813380390826862
2025-04-01,1.040291696850034,0.9850487092702972
2025-04-02,1.0359420063843612,0.991676308790808
2025-04-03,1.0079154795264988,0.9436835057388676
2025-04-04,0.9425792404820676,0.8872987886998831
2025-04-07,0.936072016509318,0.8852300759817313
2025-04-08,0.918738115662302,0.8713314994299257
2025-04-09,0.9782309478309231,0.954242069272845
2025-04-10,0.9489614450375399,0.9212180609173906
2025-04-11,0.969576618505708,0.9378848257770417
2025-04-14,0.9775871824745525,0.9453360509736005
2025-04-15,0.9786760714052007,0.9437027174097271
2025-04-16,0.9615557069788084,0.9225558762908428
2025-04-17,0.9672140002478984,0.9237799585728068
2025-04-21,0.9469286367925328,0.9020087808435905
2025-04-22,0.9698703182066098,0.92466472005479
2025-04-23,0.9753544572128564,0.9400706869948344
2025-04-24,0.9876496040319013,0.9591156859364849
2025-04-25,0.9890650760627384,0.9661873739020637
2025-04-28,0.9920605185284704,0.9668064166297589
2025-04-29,0.9990241232861415,0.972416224520735
2025-04-30,1.0036666679075807,0.9738553921311216
2025-05-01,1.0002267988107953,0.979989806714368
2025-05-02,1.0079196051000734,0.9944216992492335
2025-05-05,0.9999248126281127,0.9880757001309212
2025-05-06,0.9976974601730954,0.980474196975639
2025-05-07,0.995009335824865,0.984735687113093
2025-05-08,0.9944203095552165,0.9904469326262072
2025-05-09,0.9945663158132869,0.9897422485390805
2025-05-12,1.012391754009,1.0219670513867796
2025-05-13,1.0122550375225723,1.0293744739737787
2025-05-14,1.0121057490797989,1.0304289812409562
2025-05-15,1.0264295125860219,1.0346870559702572
2025-05-16,1.0331897015324696,1.0419353205373358
2025-05-19,1.0346688816457665,1.042848173751376
2025-05-20,1.0294371760748091,1.0388016835571408
2025-05-21,1.0176764265910379,1.0220404826620648
2025-05-22,1.0162842204013172,1.0215858064517231
2025-05-23,1.0126055902071007,1.0147327046079235
2025-05-27,1.025485095601167,1.0354931776795222
2025-05-28,1.0197010133137054,1.0297242117686256
2025-05-29,1.0263141162023932,1.0338546356182157
2025-05-30,1.028904722694481,1.0337707019628606
2025-06-02,1.0301052019616366,1.0380112727253787
2025-06-03,1.032714596438487,1.0440320396023406
2025-06-04,1.0302505258508163,1.0441089716709824
2025-06-05,1.0272875082104747,1.0385988083128643
2025-06-06,1.042537155808306,1.0492763134357632
2025-06-09,1.0438871251593336,1.0502415931649487
2025-06-10,1.0581415200000577,1.0560000566957752
2025-06-11,1.0569351240176836,1.0531025098041427
2025-06-12,1.0583585177033747,1.0571279098530342
2025-06-13,1.0445184974681814,1.045186191402376
2025-06-16,1.0476339434390782,1.0550032698263803
2025-06-17,1.0425258635577834,1.0461916875625608
2025-06-18,1.0308595617485998,1.0458681630252866
2025-06-20,1.028432394725558,1.0435895734761451
2025-06-23,1.0325472783867427,1.0536148210270628
2025-06-24,1.0383958615198459,1.0653328302437124
2025-06-25,1.0383699867384755,1.0653293294503559
2025-06-26,1.041016540007921,1.0738733998706074
2025-06-27,1.0480739262427254,1.0794779138789465
2025-06-30,1.0569391458003479,1.0850527992215602
2025-07-01,1.0633807615385462,1.0838391339344622
2025-07-02,1.0691040842026405,1.0889820555309504
2025-07-03,1.0749281058846067,1.0980630281128223
2025-07-07,1.0665687007790539,1.0894297301545788
2025-07-08,1.0717964161888882,1.0886498217028866
2025-07-09,1.075539578759349,1.0952493294913408
2025-07-10,1.0786901275381342,1.098257108681105
2025-07-11,1.0723969078131637,1.0946355806462824
2025-07-14,1.0690923184060432,1.096176185878807
2025-07-15,1.0663521330484302,1.091839385991584
2025-07-16,1.068744173352229,1.0953263469451864
2025-07-17,1.0709664032091977,1.1012123759705204
2025-07-18,1.0646140539068072,1.1011127314376623
2025-07-21,1.0720914683804486,1.1026533366701872
2025-07-22,1.0768038535482498,1.1033563130532373
2025-07-23,1.0861121388521262,1.1119756078380543
2025-07-24,1.0923240668039405,1.11275201549639
2025-07-25,1.093998957791406,1.1171744567430446
2025-07-28,1.0909404821735509,1.117372038104684
2025-07-29,1.09047621345325,1.114065239931142
2025-07-30,1.0864485315694523,1.1126732903384677
2025-07-31,1.0755233982694856,1.108562163544941
2025-08-01,1.068964606936579,1.0908338898313992
2025-08-04,1.0780177605269181,1.106909618310208
2025-08-05,1.0797978656592486,1.1015323997144377
2025-08-06,1.0809576250211228,1.1095536565316992
2025-08-07,1.087124400971014,1.108668809664512
2025-08-08,1.101428983473632,1.117316110796182
2025-08-11,1.0983528342787476,1.1145182084374072
2025-08-12,1.1044619503012765,1.1271629032711157
2025-08-13,1.111844654373653,1.1308037283620018
2025-08-14,1.1135268790505832,1.1311464645701355
2025-08-15,1.1162766019511288,1.1278693804475226
2025-08-18,1.1156495436084062,1.1277557327412382
2025-08-19,1.113496866560499,1.121149223366071
2025-08-20,1.115775024312104,1.118422959193301
2025-08-21,1.1196666268247162,1.1139445906381442
2025-08-22,1.129097625564574,1.1308614487597841
2025-08-25,1.124701891038896,1.1260367578179333
2025-08-26,1.1235238845724664,1.1306917883597938
2025-08-27,1.1281965786592807,1.1333952546831436
2025-08-28,1.126606811792666,1.1369730654936105
2025-08-29,1.1295619592984962,1.1296985022837553
2025-09-02,1.125412887603614,1.1218784130066939
2025-09-03,1.1328028637120378,1.1276000755146742
2025-09-04,1.1367956378186372,1.1370115742205333
2025-09-05,1.127555612153011,1.1334127586499267
2025-09-08,1.1211906487749457,1.1357997020227157
2025-09-09,1.1296723513257783,1.1388529061409125
2025-09-10,1.1300048593362664,1.1422506395565228
2025-09-11,1.1388171695148932,1.1519436532793768
2025-09-12,1.1322723621470556,1.1513875394468969
2025-09-15,1.1385889372999076,1.1568066821777427
2025-09-16,1.1391703441322547,1.155316795756287
2025-09-17,1.1432209832423432,1.1541959441857415
2025-09-18,1.1396145740316748,1.1597235261254388
2025-09-19,1.1408709568673683,1.165389261324917
2025-09-22,1.1467268438865923,1.1705286821280485
2025-09-23,1.140485616522789,1.1640882469743112
2025-09-24,1.134704894977599,1.1607745325992596
2025-09-25,1.1331908293950752,1.154960141759931
2025-09-26,1.1360244836858404,1.1617765279660877
2025-09-29,1.1327283381429247,1.164838441375074
2025-09-30,1.1460000285378829,1.1696036188298624
2025-10-01,1.1568460871898536,1.173580178542169
2025-10-02,1.1531538995399402,1.1743058673894353
2025-10-03,1.1576561050401535,1.174382799458077
2025-10-06,1.1457082925452597,1.1786652943556708
2025-10-07,1.1450598207730844,1.1741729226270876
2025-10-08,1.142927036670798,1.181015607476021
2025-10-09,1.13532119825798,1.1777612358176244
2025-10-10,1.115244175256461,1.1458301580710664
2025-10-13,1.124839209977164,1.163703586631102
2025-10-14,1.1261673696072536,1.161883174085659
2025-10-15,1.1252349423487433,1.1665609170917355
2025-10-16,1.120527965735639,1.1592181311040282
2025-10-17,1.1335071130816943,1.1653280401337782
2025-10-20,1.1424751923011391,1.177764736610981
2025-10-21,1.143389911706512,1.177803245337904
2025-10-22,1.1397021413908406,1.1715166743214502
2025-10-23,1.1360945766323676,1.178343562907677
2025-10-24,1.1463633417242114,1.1876553316954743
2025-10-27,1.1605777991499207,1.2022516761328972
2025-10-28,1.1633105646479862,1.2050023604739597
2025-10-29,1.165997364693975,1.2049498485736103
2025-10-30,1.1620217106207642,1.1930150463244615
2025-10-31,1.1645654371393608,1.1961382663097906
2025-11-03,1.1583202524675498,1.1981964766478725
2025-11-04,1.152046114337135,1.1841334481935095
2025-11-05,1.1547470377629108,1.188459745700663
2025-11-06,1.153025331627044,1.1751749179939157
2025-11-07,1.1552545263537852,1.176657802828658
2025-11-10,1.1701077633144004,1.1947795315614025
2025-11-11,1.1833381166455326,1.1972591178803362
2025-11-12,1.1819854517260033,1.1980128130744556
2025-11-13,1.1740394756962358,1.178177488686247
2025-11-14,1.1710905223674468,1.177586366920201
2025-11-17,1.164408784509489,1.166797007180298
2025-11-18,1.1646259218986394,1.157163421559303
2025-11-19,1.167209178343934,1.1615072230332393
2025-11-20,1.1575261486852575,1.1434257107314942
2025-11-21,1.1754629978883482,1.1546576219827964
2025-11-24,1.1872538344792025,1.172516961984202
2025-11-25,1.1951959903662894,1.1831419552067513
2025-11-26,1.195608610180611,1.1913135753679398
2025-11-28,1.1986470076710594,1.1976927893305382
2025-12-01,1.192466231300463,1.1913170761612963
2025-12-02,1.1891122101952614,1.1942444224890623
2025-12-03,1.1946031597300715,1.19780302162867
2025-12-04,1.1926932928697442,1.1990970343925624
2025-12-05,1.1931607793325913,1.2014192557808558
2025-12-08,1.1842625929790607,1.197241613913553
2025-12-09,1.179484338198066,1.1961924005290125
2025-12-10,1.1846819135521478,1.2042661692466232
2025-12-11,1.1878767370757055,1.2067702611190534
2025-12-12,1.1885589726296821,1.1939016862809289
2025-12-15,1.1873829144281494,1.1919955469908503
2025-12-16,1.1764923187492702,1.1891539274077196
2025-12-17,1.1698777352574212,1.1753690839474025
2025-12-18,1.173518611647228,1.1846947705234223
2025-12-19,1.1822645440260147,1.1951414794403956
2025-12-22,1.192199263408297,1.2028340032229499
2025-12-23,1.2002321617792864,1.2083073655582215
2025-12-24,1.2045403139654145,1.212199906229969
2025-12-26,1.2055127622414852,1.211830956764263
2025-12-29,1.2056905698097125,1.2075991806777382
2025-12-30,1.2059136964445665,1.2059379261522156
2025-12-31,1.2010121160504534,1.1970650373120533
2026-01-02,1.2039863857625386,1.1993331244811247
2026-01-05,1.2119192080742662,1.2069538393072665
2026-01-06,1.2042429801855972,1.2144329854654745
2026-01-07,1.2026306745309645,1.2102554289833756
2026-01-08,1.211443753831799,1.2103480719295203
2026-01-09,1.2153422394012496,1.218185665173365
2026-01-12,1.2122445385422747,1.2201075153409462
2026-01-13,1.2062717158916536,1.2177415767282969
2026-01-14,1.2159375974283775,1.2112469219701338
2026-01-15,1.213246130407113,1.2143718496595393
2026-01-16,1.2061411379960056,1.2135918558226433
2026-01-20,1.1925309494025385,1.1885593902335208
2026-01-21,1.2055282011517459,1.2023321089948957
2026-01-22,1.2090422375719174,1.2089299090792733
2026-01-23,1.2097288226490097,1.2093250718025526
2026-01-26,1.215216109454886,1.2153790535238005
2026-01-27,1.2197430405603924,1.220340104636152
2026-01-28,1.2249731311974474,1.22024037471809
2026-01-29,1.2431536502674703,1.2186630538479226
2026-01-30,1.2612742276800868,1.2134204877185766
2026-02-02,1.270735873450558,1.219962360494452
2026-02-03,1.2753851337864361,1.2097098175309655
2026-02-04,1.2844678139822574,1.2035736952436429
2026-02-05,1.2809574413251437,1.1888286951663691
2026-02-06,1.2926715683896612,1.212243623454325
2026-02-09,1.2905282961389206,1.217930363413943
2026-02-10,1.2900232909874951,1.2139066710691278
2026-02-11,1.3045748398885784,1.213847242967269
2026-02-12,1.2895836633185376,1.194837166573981
2026-02-13,1.278132499939391,1.19543349683746
2026-02-17,1.2807260783518535,1.1966663737954175
2026-02-18,1.28518119616962,1.2033271027750105
2026-02-19,1.2816123033827493,1.1999311624486804
2026-02-20,1.2915525120015767,1.2082583544512289
2026-02-23,1.291891880557108,1.1957098033570217
2026-02-24,1.294598267781651,1.204858913331542
2026-02-25,1.296266444463261,1.2146620739673235
2026-02-26,1.2821296697176783,1.2081447067449445
2026-02-27,1.2928681356708371,1.2029021406155982
2026-03-02,1.2929036265416154,1.2033813223794363
2026-03-03,1.2878477883681774,1.1920165517509902
2026-03-04,1.2867518449847841,1.2012618908502155
2026-03-05,1.283533213796675,1.1944787194883446
2026-03-06,1.2762529427430902,1.1786198694272385
2026-03-09,1.2778715109471828,1.1884073191855173
2026-03-10,1.2779850522406173,1.1858699270835975
2026-03-11,1.2793624803101395,1.184876641007559
2026-03-12,1.2746988584557823,1.1668337228179406
2026-03-13,1.2741636864436627,1.1597637425564382
2026-03-16,1.2828518773819237,1.1715131735280935
2026-03-17,1.2885300242033448,1.1744352259732227
2026-03-18,1.270664464514098,1.1584540189150427
2026-03-19,1.2721641277479285,1.1552696631237784
2026-03-20,1.268199685493785,1.1377809802921557
2026-03-23,1.280913654114265,1.1508122139435575
2026-03-24,1.2800514414919366,1.1465052134924674
2026-03-25,1.2841914576250373,1.152718267848432
2026-03-26,1.2779521591657637,1.1326538549583742
2026-03-27,1.270782376268308,1.1137137944322186
2026-03-30,1.2712420591583518,1.109319359532417
2026-03-31,1.2889252821619517,1.1416350976221843
2026-04-01,1.278292858843461,1.149818927867519
2026-04-02,1.280760811487434,1.1511077321339787
2026-04-06,1.2867391690057055,1.1562034357127542
2026-04-07,1.2818191064613376,1.157081280993228
2026-04-08,1.286950588059362,1.1861025163788033
2026-04-09,1.283656528599741,1.1934207968130144
2026-04-10,1.2760611227711742,1.1920620620646263
2026-04-13,1.2775723653546454,1.2041892371779814
2026-04-14,1.2832305229252743,1.2183780380375713
2026-04-15,1.2873016190098312,1.2280955573139216
2026-04-16,1.294652921643577,1.2313008324801218
2026-04-17,1.3013495946439282,1.2461262654193939
2026-04-20,1.2957003093574369,1.243167497336622
2026-04-21,1.2823485822335374,1.2352755991031479
2026-04-22,1.2900772724062142,1.2481966858416218
2026-04-23,1.2955867121363256,1.2430380533676308
2026-04-24,1.297465414396773,1.252949653212264
2026-04-27,1.3001905262633309,1.2544937592381453
2026-04-28,1.3075743489293814,1.2483540507722621
2026-04-29,1.318494835393836,1.2478557427227686
2026-04-30,1.3297011461236143,1.2606315892295445
2026-05-01,1.3290332572046137,1.2643231331314997
2026-05-04,1.3284194496485895,1.259187213121725
2026-05-05,1.330336268828983,1.2694118351235621
2026-05-06,1.3340145153971845,1.2879304342836622
2026-05-07,1.3315468087349651,1.283032312066526
2026-05-08,1.3321092728070327,1.2938427619517725
2026-05-11,1.3357246265412797,1.2962751302529938
2026-05-12,1.3451959151750776,1.2941977082440523
2026-05-13,1.3534376326379916,1.3017677896443287
2026-05-14,1.3601482359140489,1.3117336090933875
2026-05-15,1.3537060272077766,1.2955162265614413
2026-05-18,1.3635478410342745,1.2945631569164022
2026-05-19,1.367005881204915,1.2859176488740125
2026-05-20,1.36155123036725,1.2997953060508822
2026-05-21,1.363424138532915,1.3020248844930309
2026-05-22,1.363564966656014,1.3068774963965308
2026-05-26,1.35238443032093,1.3148602444868696
2026-05-27,1.3513858718815854,1.3150770375193686
2026-05-28,1.3500518853855028,1.3226436181262884
2026-05-29,1.3381941891763045,1.3255167448496286
2026-06-01,1.3416782061560129,1.328996618831314
2026-06-02,1.33346480060486,1.3307138006653385
2026-06-03,1.3173200947350328,1.3209037238280474
2026-06-04,1.326269903282384,1.3262599376636781
2026-06-05,1.3192618911934266,1.2911865136461351
2026-06-08,1.3144192452614534,1.2950318363001703
2026-06-09,1.314163107052304,1.2916953240756988
2026-06-10,1.3129546465262805,1.2707705698719505
2026-06-11,1.3122506412452908,1.2930330540639472
2026-06-12,1.3183679357478075,1.299531209615467
2026-06-15,1.314303158350356,1.3210103699476188
2026-06-16,1.3171149134403786,1.3135015097384815
2026-06-17,1.2989125459447362,1.297544722848594
2026-06-18,1.2932136642365295,1.311618168297823
2026-06-22,1.2834268227178953,1.3067585548076097
2026-06-23,1.2859545254726443,1.2879898623855208
2026-06-24,1.2764873572959965,1.2867238559684813
2026-06-25,1.2695591149215448,1.2865962050887703
2026-06-26,1.2784709508634773,1.2859893724452214
2026-06-29,1.2812446775394586,1.3010998211948446
2026-06-30,1.277912943341663,1.3114047906734767
2026-07-01,1.278751594834156,1.3085841758504857
2026-07-02,1.2999500084813276,1.3085859689397659
2026-07-06,1.2951824600283701,1.3180621042449168
2026-07-07,1.3088227435446402,1.3121899930078056
2026-07-08,1.3065397802133007,1.3084932406084173
2026-07-09,1.3002556386256792,1.3191480332671
2026-07-10,1.3106827174094955,1.3247001207602938
2026-07-13,1.321140299448926,1.314199192238895
2026-07-14,1.3232639458337028,1.3191392385911065
2026-07-15,1.3377264894113967,1.3241772217721
2026-07-16,1.347532306449697,1.317422056757082
2026-07-17,1.3345247349185982,1.304118017379475
2026-07-20,1.3360804047215393,1.3015981292443384
2026-07-21,1.3410511558872211,1.3131255586860617
2026-07-22,1.347849666290251,1.311334860191548
2026-07-23,1.3334648229372488,1.2954812186278752
2026-07-24,1.3525325382896622,1.2961247669090668
2026-07-27,1.3552360400458283,1.2963346437400565
2026-07-28,1.3714781293940634,1.2990625302316987
2026-07-29,1.3678278227693943,1.2793670668073474
2026-07-30,1.3627694731483595,1.3006101370509369
2026-07-31,1.3714715493089191,1.3097191159796615
2026-08-03,1.3796092057215286,1.329091054866739
2026-08-04,1.3855425332740199,1.3528767257096812
2026-08-05,1.378534651505685,1.3506086385406098
2026-08-06,1.3872943819287955,1.3482321975478906
2026-08-07,1.384619234505079,1.356569977315713
2026-08-10,1.3933094796720449,1.3557777733946705
2026-08-11,1.386505527723596,1.3514218472217918
2026-08-12,1.3882523786274865,1.3549716516854058
2026-08-13,1.403056816179354,1.3638008233012122
2026-08-14,1.4079066891811873,1.3614872258185047
2026-08-17,1.4050656925360512,1.3543701129244936
2026-08-18,1.4164547320630667,1.3450495494607029
2026-08-19,1.4392789977826228,1.3478859605464004
2026-08-20,1.4317730135847908,1.3362012515592405
2026-08-21,1.4388033652870602,1.3420086408118561
2026-08-24,1.4433427691960383,1.3382471664279723
2026-08-25,1.448278027850903,1.3425174512414197
2026-08-26,1.4376599820303722,1.3422412301070619
2026-08-27,1.4381688057463347,1.3519097382764194
2026-08-28,1.4418511152533249,1.3485469274091713
2026-08-31,1.4428137334431033,1.344066851149938
2026-09-01,1.4457765260375517,1.334506782189432
2026-09-02,1.45762465887164,1.340649906063468
2026-09-03,1.4648098191170025,1.354833498425625
2026-09-04,1.4484812729484855,1.3497430887294861
2026-09-08,1.4390700142471278,1.3418599851720054
2026-09-09,1.432404954100277,1.3353618296204859
2026-09-10,1.4336008700651275,1.3275522427234943
2026-09-11,1.4454304619067775,1.3389676467778058
2026-09-14,1.4519341136539237,1.332497497573139
2026-09-15,1.4568087902250435,1.3265082378363868
2026-09-16,1.4389313372244217,1.3205766984974168
2026-09-17,1.4436766114696427,1.3356066289998378
2026-09-18,1.4445923822441853,1.3378344997379101
